base_title,n_imgs,csv_count,score,count_ok,ambiguous,files,prompt
Character_sitting_inside,1,1,3,True,False,Character_sitting_inside_202604061446.jpeg,"Stylish portrait of the character sitting position inside a white 3D [LinkedIn] frame cutout with the logo, in professional suit. Dark background, cinematic lighting, ultra-realistic. [LinkedIn] id : 'Adi Brill' with blue checkmark. Caption should be ""Create with prompts #promptwall !"""
Character_standing_beside,3,5,3,False,True,Character_standing_beside_202604061448.jpeg | Character_standing_beside_202604061448_2.jpeg | Character_standing_beside_202604061448_3.jpeg,"Create an ultra-realistic 24K DSLR high-detail cinematic photograph of the character (male or female, keeping the same face from the reference image) standing confidently beside a sleek black superbike in a dimly lit underground parking area.

The scene captures neon-blue ambient reflections dancing across the glossy black body of the bike.
Subtle graffiti textures mark the concrete walls, while small shimmering puddles on the wet floor mirror the soft ambient glow.

The character wears a fitted black riding jacket, dark tactical pants, and black sneakers, arms crossed, radiating calm and confidence.
A faint layer of mist drifts through the scene, creating cinematic depth and realism.

Lighting is moody and modern, with soft neon-blue highlights and gentle shadow gradients that enhance facial contours, chrome reflections, and fine fabric textures.
Every surface - from the metal frame of the bike to the texture of the jacket - is captured with hyper-real precision.

Shot with a DSLR 35mm f/1.8 lens in 24K HDR, featuring rich tonal contrast, true-to-life colors, and natural depth of field.
The mood evokes cinematic calm within chaos, blending post-apocalyptic undertones with editorial realism - as if taken from a high-end movie still, not AI-generated."
Character_status_screen,5,5,3,True,False,Character_status_screen_202604061447.jpeg | Character_status_screen_202604061447_2.jpeg | Character_status_screen_202604061448.jpeg | Character_status_screen_202604061448_2.jpeg | Character_status_screen_202604061448_3.jpeg,"Use the character in the original image to create a character status screen for an RPG game.
Keep the character design and style from the original image, but change the costume to one from a fantasy RPG. Also, change the pose to suit the situation.
Display the character from the original image and the status screen side by side.
The status screen will list various parameters, skills, icons, etc.
The background should be a fantasy background that matches the style of the original image.
The status screen should be rich and stylish, like a game from 2025."
Character_style_1970s,6,6,2,True,False,Character_style_1970s_202604061448.jpeg | Character_style_1970s_202604061448_2.jpeg | Character_style_1970s_202604061448_3.jpeg | Character_style_1970s_202604061448_4.jpeg | Character_style_1970s_202604061448_5.jpeg | Character_style_1970s_202604061448_6.jpeg,"Change the character's style to [1970]'s classical [male] style.
Add [long curly] hair, [long mustache], change the background to the iconic [californian summer landscape].
Don't change the character's face"
Character_taking_selfie,8,2,3,False,True,Character_taking_selfie_202604061447.jpeg | Character_taking_selfie_202604061447_2.jpeg | Character_taking_selfie_202604061447_3.jpeg | Character_taking_selfie_202604061447_4.jpeg | Character_taking_selfie_202604061448.jpeg | Character_taking_selfie_202604061448_2.jpeg | Character_taking_selfie_202604061448_3.jpeg | Character_taking_selfie_202604061448_4.jpeg,"Create A cinematic portrait of a character based on the attached picture, keeping facial features and gender faithful to the reference. The scene shows the character taking a selfie with a huge Kodiak bear at dusk. The bear stands close beside them, calm but powerful, its fur richly detailed and glowing in the last warm light of the day. The character wears a stylish, reflective outfit that catches the sunset tones, smiling confidently toward the phone. Soft golden light and deep shadows create a feeling of adventure and quiet danger in the wild. The image should look hyper-realistic and photographic, with natural color grading, realistic textures, and cinematic composition.

"
Character_walking_urban,2,2,3,True,True,Character_walking_urban_202604061447.jpeg | Character_walking_urban_202604061448.jpeg,"Create an expressive watercolor and ink illustration of a character - inspired by the attached reference photo - walking through a gritty urban alley. The scene is filled with cracked pavement, torn posters, and graffiti-covered brick walls, all rendered in loose, dynamic ink linework and splattered watercolor textures. The character wears a 90’s-inspired hip-hop outfit: an oversized graphic T-shirt featuring Back to the Future artwork, baggy cargo pants, a silver chain with a Star of David pendant, and black-and-white Jordan sneakers. Their style feels confident and authentic, with an androgynous streetwear aesthetic that suits both male and female forms. Lighting and shadows are painted expressively, with bold contrasts and fluid brushwork emphasizing movement and attitude. The overall tone combines raw urban energy with the emotional fluidity of watercolor and the sharp definition of ink outlines."
Character_with_pistols,2,2,2,True,False,Character_with_pistols_202604061448.jpeg | Character_with_pistols_202604061448_2.jpeg,"Create A dynamic, cinematic portrait of a character based on the attached picture, with facial features and gender remaining 100% faithful to the reference image. The character exudes intense focus and fierce determination, radiating an aura of unwavering confidence and inner strength. Their physique is defined and athletic, with subtle hints of a toned core visible beneath their partially open attire.

They wear a meticulously crafted, dark black leather biker jacket adorned with silver studs on the shoulders and lapels, and multiple functional zippers that catch the ambient light with realistic reflections. Beneath the jacket, a crisp white tank top adds contrast against distressed blue jeans featuring prominent silver zippers and intricate stitching. Their hands are wrapped in dark tactical gloves, communicating readiness and precision.

In each hand, they hold a highly detailed, antique-style pistol, barrels angled downward. The aged metal gleams naturally under the cinematic light, showcasing fine engravings and slight signs of wear. A long, slender, sword-like weapon with an ornate, razor-sharp tip rests diagonally across their back, the dark metal contrasting vividly against the jacket’s polished leather.

The background erupts with dramatic intensity - a fiery urban scene where the blurred headlights and chassis of a vintage car are engulfed in flames. The inferno casts a molten, amber glow that silhouettes the figure, while sparks and embers drift through smoky air, enhancing the sense of controlled chaos.

The lighting is dramatic and moody, with sharp highlights accentuating the contours of their face, hair, and jacket, while deep shadows carve out dimensional realism. The entire image achieves hyper-realistic, photographic quality - every texture, reflection, and atmospheric effect rendered with cinematic precision and tactile authenticity."
Characters_playing_retro,2,2,3,True,True,Characters_playing_retro_202604061446.jpeg | Characters_playing_retro_202604061447.jpeg,"Create an ultra-realistic dreamy Y2K-style portrait using the attached reference photo of the person.

Do not modify, remove, or alter any aspect of the original reference photo. Every detail, expression, and feature of the person must remain exactly the same with absolute fidelity (physiognomy, body shape, face, physical features, silhouette, hairstyle).

Do not alter or change the horror character either. Pennywise must remain 100% faithful to his original movie appearance, looking exactly like in the films (IT), with his iconic overalls, striped sweater, orange messy hair, freckles, scars, and sinister yet playful expression.

Scene: A large masculine dreamy bedroom decorated with retro 80s/90s movie posters on the walls.

The person from the attached image is seated naturally on the bed, wearing striped pajamas, looking towards the TV.

Next to them, Pennywise sits on the bed in a relaxed pose, as if both are watching the TV together.

Atmosphere: The room is dimly lit, illuminated mainly by a warm be."
Chibi_miniatures_surrounding,2,2,3,True,False,Chibi_miniatures_surrounding_202604061447.jpeg | Chibi_miniatures_surrounding_202604061448.jpeg,"Surrounding the realistic main subject are multiple cute, 3D-style chibi miniatures of the same person, with identical facial features, hairstyle, body proportions, and outfit. 
The chibi figures are naturally distributed around the subject, interacting playfully with her or nearby elements in a charming, non-intrusive way.

Overlay the image with vibrant, hand-drawn doodle effects: soft white outlines around the subject, playful sparkles, doodle hearts, tiny flowers, smiley icons, and floating white handwritten phrases like ""shine"", ""bright night"", and ""happy vibes"".

The style seamlessly blends hyper-realistic photography with colorful, soft cartoon illustrations.
Keep the original face, body shape, and proportions of the main subject unchanged.
"
Chibi_moe_anime,1,2,3,False,False,Chibi_moe_anime_202604061447.jpeg,"Restyle this image into a chibi moe-style anime illustration, featuring exaggerated facial expressions with oversized glossy eyes, small rounded body proportions, soft color gradients with minimal shading, smooth clean line art, a vibrant playful color palette, simplified clothing and accessories with cute embellishments, childlike proportions that emphasize exaggerated cuteness, minimal background details to keep focus on the character, emotional blush highlights, and expressive poses that amplify personality and charm"
Child_behind_door,2,2,3,True,False,Child_behind_door_202604061447.jpeg | Child_behind_door_202604061447_2.jpeg,"A subject from uploaded image, smiling, peers curiously from behind a dark blue, half-open door. Surrounding subject, also peering out, are the characters Mario (with his red cap and mustache), Doraemon (the blue robot cat with the bell), Tom (the gray cat with green eyes and a wary expression), Jerry (the smiling brown mouse with his arms outstretched), Longlegs (a gray rabbit with a carrot in his hand), Taz Mania (the Tasmanian devil with his windmill from the waist down),Sylvester (a mischievous black cat), and Tweety (the large-headed yellow canary). All clearly visible.
The child should be the focal point, with the characters slightly behind or around him, all with expressions of curiosity and surprise, as if they were spying on something together. The lighting is dramatic and cinematic, coming from one side, creating soft, realistic shadows.  The cartoon characters' images must be rendered in a photorealistic 3D style, with extremely detailed textures inthe fur, clothing, skin, and wood of the door, without visual aberrations or blurry elements. The depth of field must be clear on all characters and the child, with a slight blur in the dark background to highlight the foreground. No aspect ratio errors or digital artifacts. Professional studio quality."
Child_on_oil,5,8,2,False,False,Child_on_oil_202604061446.jpeg | Child_on_oil_202604061447.jpeg | Child_on_oil_202604061448.jpeg | Child_on_oil_202604061448_2.jpeg | Child_on_oil_202604061448_3.jpeg,"{
  ""scene"": {
    ""type"": ""extreme_environment_selfie"",
    ""location"": ""offshore oil rig during violent storm"",
    ""description"": ""partially damaged oil rig platform surrounded by massive dark ocean waves, heavy rain and wind, dramatic industrial setting""
  },

  ""subject"": {
    ""reference"": ""@input_image"",
    ""identity_lock"": true,
    ""face"": {
      ""preserve_exact_features"": true,
      ""natural_skin_texture"": true,
      ""no_age_modification"": true,
      ""no_beautification"": true
    },
    ""expression"": ""calm and composed, slight natural curiosity"",
    ""hair"": {
      ""behavior"": ""wind-blown, reacting naturally to storm"",
      ""no_style_change"": true
    },
    ""clothing"": {
      ""type"": ""realistic waterproof jacket or hoodie"",
      ""behavior"": ""wet, slightly moving in wind"",
      ""fit"": ""appropriate for child""
    }
  },

  ""camera"": {
    ""type"": ""smartphone selfie"",
    ""lens"": ""26mm wide-angle"",
    ""angle"": ""eye-level, arm-length"",
    ""framing"": ""4:5 vertical"",
    ""distortion"": ""slight edge distortion like real phone"",
    ""focus"": ""sharp on face""
  },

  ""lighting"": {
    ""environment"": ""overcast storm light"",
    ""tones"": ""cold gray and slate"",
    ""secondary"": ""subtle orange industrial lights reflecting on wet metal"",
    ""effects"": ""rain, mist, salt spray catching light""
  },

  ""environment_details"": {
    ""elements"": [
      ""massive waves crashing"",
      ""wet steel beams"",
      ""rust, peeling paint"",
      ""warning stripes"",
      ""industrial cables"",
      ""rotating hazard lights in fog""
    ],
    ""depth"": ""strong atmospheric depth with fading ocean background""
  },

  ""style"": {
    ""photorealistic"": true,
    ""cinematic"": true,
    ""camera_simulation"": ""Sony A7R V"",
    ""settings"": {
      ""aperture"": ""f/4"",
      ""shutter"": ""1/1600"",
      ""ISO"": 640
    },
    ""details"": [
      ""visible pores"",
      ""realistic iris detail"",
      ""fine hair strands"",
      ""wet fabric texture"",
      ""subtle sensor grain"",
      ""slight chromatic aberration""
    ]
  },

  ""composition"": {
    ""subject_dominant"": true,
    ""leading_lines"": ""metal beams and catwalks"",
    ""asymmetry"": ""open ocean in background"",
    ""clean_frame"": true
  },

  ""negative_prompt"": [
    ""no text"",
    ""no watermark"",
    ""no logos"",
    ""no duplicated labels"",
    ""no age estimation text"",
    ""no extra fingers"",
    ""no distorted hands"",
    ""no warped anatomy"",
    ""no duplicate limbs"",
    ""no cartoon style"",
    ""no plastic skin"",
    ""no low resolution"",
    ""no clutter"",
    ""no gore"",
    ""no injury"",
    ""no panic""
  ]
}"
Children's_storybook_cartoon,3,4,3,False,False,Children's_storybook_cartoon_202604061447.jpeg | Children's_storybook_cartoon_202604061447_2.jpeg | Children's_storybook_cartoon_202604061447_3.jpeg,"Create a bright, cheerful European children’s storybook cartoon scene, set in a sunny meadow with trees, green hills, a flowing river and a soft blue sky. 
Use clean black line-art outlines, vibrant flat colors, soft diffuse daylight and gentle shadows.

Include the following characters in accurate storybook proportions (large round heads, small compact bodies, friendly expressions):

– Marco (from “The Heart”) with Amedeo the white monkey sitting cheerfully on his shoulder.
– Belle, the large white Pyrenean Mountain Dog, drawn softly and cartoony.
– Sebastian hugging Belle lovingly from the side, with his entire body clearly visible.
– A group of classic Smurfs running joyfully by the river, with two or three of them forming a small playful “tower.”
– Memole with her red pointy hat.
– Little Red Riding Hood (Anne Shirley inspired), dancing happily at the center with soft flower petals drifting around her.
– Nils Holgersson with his blonde hair, next to a squirrel offering him a nut.
– Bella the Duck peeking playfully from inside Nils Holgersson's hat.
– Pinocchio, the wooden boy, smiling brightly.
– Geppetto, the friendly old carpenter, holding either a tiny wooden toy or miniature hammer.

Now insert ALL characters from the user-uploaded photo (whether one person, multiple people or animals). 
Transform them into the SAME storybook cartoon style and proportions as the other characters, with small child-like bodies. 
Resize them so they match the height and proportions of the other children in the scene.

IMPORTANT: Preserve the user’s REAL facial identity EXACTLY. 
Match all facial features precisely: head shape, eyes, eyebrows, nose, mouth, jawline, skin tone and expression. 
Do NOT replace the face, do NOT stylize the facial identity beyond gentle cartoon smoothing. 
Use line-art only around the contours, while keeping the face recognizably identical to the real person.

IMPORTANT FIX (No Merging / No Floating Heads): 
Do NOT place any face, head or partial character inside Belle (the dog) or any other character. 
No merged bodies, no floating heads, no characters emerging from inside another. 
Sebastian’s hug must be clean and visible, with his full silhouette intact. 
If the uploaded photo contains a hugging person, the ENTIRE person must be fully visible and not blended into Belle's body. 
Maintain clean spatial separation and clear silhouettes between all characters.

Blend all characters perfectly with matching line thickness, color palette, shading and lighting. 
Position the user naturally among the group with a warm, friendly gesture or smile. 
You may allow Belle to lift a paw gently toward the user’s character for a sweet interaction.

Use atmospheric depth: lighter colors and thinner outlines for background elements. 
Add a soft golden sunbeam illuminating the central characters to enhance the warm, magical storybook feeling."
Chocolate_spread_jar,5,4,3,False,True,Chocolate_spread_jar_202604061447.jpeg | Chocolate_spread_jar_202604061447_2.jpeg | Chocolate_spread_jar_202604061448.jpeg | Chocolate_spread_jar_202604061448_2.jpeg | Chocolate_spread_jar_202604061448_3.jpeg,"Create an ultra-realistic premium chocolate spread jar packaging mockup featuring the reference person inside the label scene, with dynamic brand typography styling and full breakfast table visibility.

Identity Preservation (Strict Identity Lock):
- Preserve the exact facial identity, proportions, hairstyle, and expression from the reference photo.
- Do not alter facial structure or change the subject into any other known person.
- Maintain 100% identical appearance as in the reference image.

Subject:
- Fully photorealistic human (no illustration look).
- Subject occupies no more than 55% of label height.
- Placed slightly deeper in the scene to allow full table visibility.
- Naturally seated at breakfast table holding toast with chocolate spread.
- Warm natural expression consistent with real-life breakfast moment.
- Real skin texture, natural pores, accurate lighting response.

Scene:
- Entire breakfast table must be fully visible. No food items cropped. Clear foreground table edge. Balanced spatial depth between subject and table.
- Food items: Plate with chocolate toast, open chocolate spread jar, fruit bowl, glass of orange juice, additional breakfast elements.
- Background: Soft warm kitchen environment integrated into label with realistic depth.

Product:
- Premium chocolate spread jar mockup.
- Rich glossy chocolate texture inside jar, realistic glass reflections, subtle studio highlight rolloff, natural grounded shadow under jar.

Label Design:
- Brand name: [Nubrilla]
- Automatically style first character of [brand_name] in black (#000000) and all remaining characters in red (#E10600).
- Bold rounded sans-serif similar to premium chocolate spread branding, heavy weight, tight commercial kerning, straight horizontal baseline.
- Subtle micro ink texture, matte label with slight light absorption, apply subtle horizontal distortion following jar curvature. Text must appear printed on the label, not floating above it.
- Brand name placed in upper third of label, behind the subject, never overlap the face or head, fully readable despite depth layering.

Art Direction:
- Premium supermarket-ready packaging photography.
- Warm, authentic, inviting breakfast branding.
- Soft natural morning tones with controlled highlights.
- Indistinguishable from real commercial product photo.

Camera & Lighting:
- Commercial product photography, 50mm full-frame equivalent, f/8, slightly tilted dynamic presentation angle.
- Wide enough framing to include entire table scene inside label.
- Soft studio lighting mimicking natural morning light, front-side soft key light, soft controlled shadows, no harsh contrast.
- Jar fully sharp, subtle background blur.

Negative Constraints: No original Nutella logo, no floating text, no cartoon style, no text overlapping face, no watermark."
Cleopatra_sitting_on,1,1,2,True,False,Cleopatra_sitting_on_202604061447.jpeg,"Cleopatra sitting on the throne. A highly detailed, full body painting with open arms, holding a scepter, hyper-realistic of an amazing goddess, trending on artstation, sharp focus, studio photo, intricate detail, highly detailed, by Tvera and wlop and artgerm and greg rutkowski, crazy detail, oil on canvas, moody, mysterious, mystery, art station, sharp focus, cinematic lighting, studio photo, intricate detail, highly detailed, concept art"
Close-up_macro_portrait,1,1,3,True,False,Close-up_macro_portrait_202604061447.jpeg,"Create an ultra-realistic macro close-up of an Israeli gold coin. The coin features a side profile portrait of [the attached figure], engraved in detail with a gilded metal texture, fine scratches, and wear marks that give it an authentic look. Surrounding the portrait is a prominent Hebrew inscription: at the top are the words '[State of Israel] and 'Adi Brill]', and at the bottom is the value '[50] New Shekels'. The menorah symbol appears in small print at the top. The background is pitch black. Dramatic side lighting emphasizes the prominence and depth of the engraving."
Close-up_portrait_of,1,1,2,True,True,Close-up_portrait_of_202604061446.jpeg,"Create an ultra-realistic macro close-up of an Israeli gold coin. The coin features a side profile portrait of [the attached figure], engraved in detail with a gilded metal texture, fine scratches, and wear marks that give it an authentic look. Surrounding the portrait is a prominent Hebrew inscription: at the top are the words '[State of Israel] and 'Adi Brill]', and at the bottom is the value '[50] New Shekels'. The menorah symbol appears in small print at the top. The background is pitch black. Dramatic side lighting emphasizes the prominence and depth of the engraving."
Collage_of_vintage,2,2,2,True,True,Collage_of_vintage_202604061447.jpeg | Collage_of_vintage_202604061447_2.jpeg,"a vibrant pop-art illustration of a stylish woman in a dynamic pose | bold orange background with black polka dots over a white graphic layer | collage-style composition with torn magazine cutouts, retro textures, and quirky comic-style speech bubbles | exaggerated movement and playful expression | vivid daylight illumination with crisp shadows | bright, saturated color palette mimicking a photo taken with a Canon EOS R5 and 35mm f/1.8 lens | fun, high-energy atmosphere with bold outlines and vintage flair --ar 3:4 --v 7.0 --raw "
Collectible_figure_in,7,2,2,False,True,Collectible_figure_in_202604061447.jpeg | Collectible_figure_in_202604061447_2.jpeg | Collectible_figure_in_202604061447_3.jpeg | Collectible_figure_in_202604061447_4.jpeg | Collectible_figure_in_202604061448.jpeg | Collectible_figure_in_202604061448_2.jpeg | Collectible_figure_in_202604061448_3.jpeg,"Create a hyper-realistic 4K collectible figure inside a bright yellow cardboard display box with a clear plastic window in the front.
Replace the figure’s face with the human eyes and facial features taken from the uploaded external image.
The character is an original design called 'Nano Banana 2': a small stylized doll with tiny cartoonish legs, wearing bold red Nike Air sneakers.
Add a Santa-themed banana hat: a peeled banana shaped like a Santa hat, with the banana peel opening naturally around the head like stylized petals.
Place a custom artistic logo on the box titled 'Nano Banana 2' in a unique, creative font.
Set the box on a luxurious wooden store shelf.
Behind it, a modern TV screen displays animated Nano Banana branding.
Use ultra-detailed textures, dramatic cinematic product-display lighting, and extremely sharp 4K hyper-realism.
Preserve the holiday Santa atmosphere throughout the scene."
Colorful_oil_paint,2,2,3,True,True,Colorful_oil_paint_202604061447.jpeg | Colorful_oil_paint_202604061447_2.jpeg,"Create Transform the provided image into a hand-painted, cinematic illustration in the style of classic movie posters from the 1980s and early 1990s. The artwork should appear as a realistic acrylic or oil painting, featuring expressive brushstroke textures, dramatic highlights, and warm, contrasting tones that evoke nostalgia and epic storytelling.

Desired characteristics:
– Art style inspired by legendary poster artists such as Drew Struzan and Richard Amsel.
– Vibrant colors, dynamic accent lighting, and cinematic shadows that add depth and emotion.
– The character should display confidence and charisma, striking a cinematic pose reminiscent of a timeless movie protagonist - equally suited to any gender.
– The background should incorporate narrative elements - such as ancient relics, sleek sports cars, glowing cityscapes at night, magical energy, starry skies, or dynamic lighting effects - depending on the theme.
– Artistic typography may be subtly implied in the composition, but with no legible text.

The final result should feel like an authentic poster for an adventure, fantasy, or comedy film from the 1980s, blending realistic painting, heroic yet inclusive composition, and nostalgic vintage cinema atmosphere.

Visual inspirations:
Back to the Future, Indiana Jones and the Temple of Doom, The Goonies, E.T. the Extra-Terrestrial, Blade Runner, The Thing, Harry Potter, Return of the Jedi."
Colossal_woman_under,2,2,2,True,False,Colossal_woman_under_202604061447.jpeg | Colossal_woman_under_202604061447_2.jpeg,"""A colossal woman standing in a city street, appearing to be 'under construction' with scaffolding surrounding her body."",
      ""aesthetic"": ""Hyper-realistic composite, cinematic, urban fantasy.""
    },
    ""subject_details"": {
      ""celebrity_likeness"": ""Taylor Swift."",
      ""features"": {
        ""face"": ""Blue eyes, signature red lipstick, distinct facial structure."",
        ""hair"": ""Golden blonde, long, wavy texture cascading over shoulders.""
      },
      ""apparel"": {
        ""dress"": ""Black satin slip dress with a deep V-neck and a high slit on the right thigh."",
        ""accessories"": ""Holding a standard white disposable coffee cup in the right hand. Carrying a brown leather luxury handbag in the left hand."",
        ""footwear"": ""Bare feet or heels (obscured by street debris/cracks).""
      }
    },
    ""surreal_elements"": {
      ""scaffolding"": ""Intricate metal construction scaffolding structures built around her arms, torso, and legs, following the contour of her body."",
      ""miniatures"": ""Tiny construction workers in yellow hard hats and high-vis vests climbing the scaffolding on her body."",
      ""destruction"": ""The asphalt street beneath her feet is cracking and shattering under the immense weight, creating a crater pattern.""
    },
    ""exact_pose_anatomical"": {
      ""posture"": ""Standing tall with a slight contrapposto (weight shifted to one hip)."",
      ""orientation"": ""Front-facing, towering over the viewer/city."",
      ""right_arm"": ""Bent at the elbow, raised to hold the coffee cup at chest level."",
      ""left_arm"": ""Extended downwards holding the handbag."",
      ""gaze"": ""Direct, calm eye contact with the camera."",
      ""scale"": ""Subject appears to be approximately 50 stories tall, matching the height of surrounding skyscrapers.""
    },
    ""environment"": {
      ""location"": ""Avenue in a major metropolis (resembling Chicago or NYC)."",
      ""elements"": ""Skyscrapers flanking both sides, busy traffic with miniature yellow taxis and buses way below."",
      ""perspective"": ""Aerial view relative to the city, but eye-level relative to the subject.""
    },
    ""camera_technical_values"": {
      ""lens"": ""35mm (Wide angle to capture the full scale of the subject against the skyline)."",
      ""aperture"": ""f/11 (Deep depth of field to keep both the giant subject and the city background relatively sharp)."",
      ""shutter_speed"": ""1/500s."",
      ""iso"": ""ISO 100."",
      ""resolution"": ""8k, high fidelity textures.""
    },
    ""lighting_setup"": {
      ""source"": ""Natural Daylight."",
      ""quality"": ""Soft, diffused sunlight (slightly overcast)."",
      ""direction"": ""Overhead/Frontal."",
      ""shadows"": ""Subject casts a massive, long shadow onto the city streets below."""
Composite_subjects_into,2,2,2,True,True,Composite_subjects_into_202604061447.jpeg | Composite_subjects_into_202604061448.jpeg,"**IDENTITY PRESERVATION IS THE HIGHEST PRIORITY.** You are a photo compositing tool. You have been given images of SUBJECTS.

**YOUR TASK:**
Composite the SUBJECTS into a single, photorealistic group selfie.

**NON-NEGOTIABLE RULES:**
1. **IDENTITY:** Preserve exact facial features from the uploaded images, no alterations, no artistic reinterpretation. Maintain true identity: same bone structure, same eyes, same nose, same mouth, no changes to hairstyle or face shape. Skin texture, wrinkles, beard, and micro-expressions must match the uploaded images exactly. No AI beautification, no smoothing, no style changes on the face. The final image must contain the **EXACT SAME PEOPLE**. Any deviation is a failure.
2. **STYLE:** The composition must be a group selfie, viewed from an arm's-length perspective as if one subject is holding the camera.
3. **BACKGROUND:** The background should be a beautiful, sunny beach during the golden hour with soft waves in the distance.
4. **INTEGRATION:** Blend the subjects realistically with the background, matching lighting and shadows.

This is a technical task, not an artistic interpretation. Your success is measured by how accurately you replicate the people."
Contemporary_art_exhibition,6,6,3,True,False,Contemporary_art_exhibition_202604061447.jpeg | Contemporary_art_exhibition_202604061447_2.jpeg | Contemporary_art_exhibition_202604061447_3.jpeg | Contemporary_art_exhibition_202604061448.jpeg | Contemporary_art_exhibition_202604061448_2.jpeg | Contemporary_art_exhibition_202604061448_3.jpeg,"An avant-garde contemporary art exhibition space themed around the reference image.
The entire exhibition hall (20.0 m x 20.0 m x 8.0 m) integrates architecture, lighting, flooring, walls, 
and ceiling into the artistic expression.

At the far end of the hall stands a massive wall 20 meters wide and 8 meters high.
In the center of this wall, the theme from the reference image is presented in a monumental artistic form.
The image is vivid and three-dimensional, rising toward the viewer, becoming the focal point of the entire space.

A system-generated exhibition title plaque is installed below the central wall.
The title must be abstract, symbolic, and poetic, and must reflect a contemporary artwork.
No price display is provided.

The floor is polished granite with a reflectance of 0.35–0.40.
Patterns and light derived from the reference image cascade across the surface of the work,
resonating with the entire space as if responding to the footsteps of visitors.
Tactile paving bricks are in a similar color, seamlessly integrated, but only 5 mm high, providing a clear texture.
The work extends in a straight line from the entrance to the wall, creating a pause point before the artwork.
After viewing, visitors are naturally guided to an opening on the right side (3 m wide x 3 m high).
In emergencies, floor-level emergency lighting ensures illumination of 1 lux.

The left and right walls and the ceiling each reinterpret an abstract element from the reference image,
transforming the entire space into a single artwork.
The flow of color, form, and light unifies the experience into an artistic whole.

Visitor capacity is limited to 8–25 people.
All visitors face the large wall, moving in a straight line and pausing at the designated point.
No one looks back toward the entrance.
Only one staff member is stationed near the right-side entrance beside the wall.
All faces are blurred to ensure anonymity.

The composition is stable, with the central vanishing point always aligned with the center of the wall.
Verticality is within ±0.5°.
Floor reflections are precise, human figures appear natural.
Hands always show five fingers, eyes are symmetrical within a 3% margin.
Fabrics remain flat with no deformation.

Forbidden content: Elements unrelated to the reference image, missing or broken tactile paving,
visitors facing the entrance, logos or watermarks, overcrowding, toy-like gloss, 2D flat projections,
neon glow, teal-orange tones, oversaturation, perspective collapse, mismatched reflections,
anatomical anomalies, extra limbs, distorted faces, excessive outlines, banding, or vignetting.

DoD: The entire venue will be a contemporary artwork centered on the theme of the reference image,
with the innermost structure forming a unified experience.
The tactile paving synchronizes perfectly with the flow of light, creating a clear pause point.
Visitors are immersed in the space itself, and even in reproduction, SSIM will remain stable at 0.95 or above."
Convert_image_to,2,2,1,True,True,Convert_image_to_202604061447.jpeg | Convert_image_to_202604061448.jpeg,"Convert this person into a retro vintage grainy but bright image, black party-wear saree, 90s film aesthetic. She is standing against a solid, deep wall with dramatic shadows and contrast, creating a mysterious and artistic atmosphere. The environment feels windy and romanticised. Lighting is warm, with golden sunset tones evoking golden hour glow. The background is minimalist and slightly textured. Her expression is moody, calm, yet subtly happy and introspective"
Convert_line_art,5,6,3,False,True,Convert_line_art_202604061447.jpeg | Convert_line_art_202604061447_2.jpeg | Convert_line_art_202604061447_3.jpeg | Convert_line_art_202604061448.jpeg | Convert_line_art_202604061448_2.jpeg,Convert line art to casual doodle style drawing
Convert_photo_to,4,2,1,False,True,Convert_photo_to_202604061446.jpeg | Convert_photo_to_202604061446_2.jpeg | Convert_photo_to_202604061447.jpeg | Convert_photo_to_202604061448.jpeg,"Convert this person into a retro vintage grainy but bright image, black party-wear saree, 90s film aesthetic. She is standing against a solid, deep wall with dramatic shadows and contrast, creating a mysterious and artistic atmosphere. The environment feels windy and romanticised. Lighting is warm, with golden sunset tones evoking golden hour glow. The background is minimalist and slightly textured. Her expression is moody, calm, yet subtly happy and introspective"
Convert_photo_top-down,2,2,2,True,True,Convert_photo_top-down_202604061446.jpeg | Convert_photo_top-down_202604061448.jpeg,"Convert uploaded photo into ultra-wide 10mm fisheye portrait from dramatic high top-down angle with strong perspective distortion (larger head, compressed body). Add black oversized sunglasses and plain white cap, right hand adjusting cap, confident upward gaze. Color-block puffer jacket (burnt orange/cream/brown), white tee, white sneakers. Bold terracotta studio background, smooth gradient, high contrast, sharp editorial lighting"
